Feature	Importance
잔액_신판최대한도소진율_r3m	56.883583068847656
이용건수_일시불_R12M	56.614097595214844
포인트_이용포인트_R3M	56.22800827026367
변동률_일시불평잔	56.06972885131836
이용개월수_온라인_R6M	55.985023498535156
이용건수_D페이_R3M	55.926517486572266
카드신청건수	55.494136810302734
변동률_RVCA평잔	55.2991828918457
최종이용일자_일시불	55.14277648925781
이용금액_일시불_R6M	55.12644958496094
IB문의건수_CA_R6M	54.9189453125
평잔_RV일시불_6M	54.803009033203125
이용금액_CA_R6M	54.766929626464844
이용금액_페이_온라인_B0M	54.70405578613281
대표청구지고객주소구분코드	54.580711364746094
할부건수_무이자_6M_R12M	54.5549201965332
최종카드론이용경과월	53.56437683105469
유효카드수_체크	53.35762405395508
잔액_현금서비스_B1M	53.226314544677734
할부금액_6M_R12M	53.087093353271484
잔액_신판평균한도소진율_r6m	52.64060974121094
이용개월수_할부_유이자_R12M	52.25766372680664
이용건수_오프라인_B0M	51.707462310791016
_2순위교통업종_이용금액	51.427711486816406
최종이용일자_신판	51.12464904785156
이용건수_오프라인_R6M	51.107032775878906
이용횟수_연체_R6M	51.10676193237305
IB문의건수_분실도난_R6M	50.98516845703125
할부건수_무이자_3M_R12M	50.914066314697266
월중평잔_RV일시불	50.88312530517578
최대이용금액_할부_유이자_R12M	50.571266174316406
잔액_할부_B0M	49.941104888916016
잔액_신판평균한도소진율_r3m	49.74029541015625
혜택수혜금액_R3M	49.677978515625
이용후경과월_CA	49.467803955078125
납부_통신비이용금액	49.43477249145508
이용건수_체크_R12M	49.30594253540039
컨택건수_카드론_EM_R6M	49.30087661743164
신청건수_ATM_CA_B0	48.95477294921875
이용개월수_간편결제_R6M	48.89716339111328
이용가능여부_해외겸용_본인	48.71974182128906
여유_공원이용금액	48.632652282714844
신청건수_ATM_CA_R6M	48.18645095825195
이용개월수_페이_온라인_R6M	48.07474136352539
여유_기타이용금액	48.0238151550293
이용가능여부_해외겸용_신용_본인	47.59545135498047
캠페인접촉일수_R12M	47.54438781738281
IB문의건수_CL_RV_R6M	47.52927017211914
할부금액_12M_R12M	47.005714416503906
증감율_이용금액_체크_분기	46.991275787353516
이용카드수_신용체크	46.93142318725586
교통_택시이용금액	46.87090301513672
RV_평균잔액_R6M	46.515106201171875
RV약정청구율	45.91538619995117
CL이자율_할인전	45.702720642089844
이용금액_D페이_R6M	45.63181686401367
탈회횟수_누적	45.381141662597656
이용카드수_신용_가족	44.7800407409668
자발한도감액금액_R12M	44.64165115356445
IB문의건수_한도_R6M	44.57942199707031
한도증액금액_R12M	44.415035247802734
월중평잔_일시불_B0M	44.272117614746094
최종탈회후경과월	44.22659683227539
이용건수_오프라인_R3M	44.06963348388672
컨택건수_카드론_TM_B0M	44.04069137573242
잔액_현금서비스_B0M	43.92127990722656
이용건수_할부_무이자_R12M	43.857730865478516
연체건수_R6M	43.74519729614258
컨택건수_채권_B0M	43.53297424316406
홈페이지_금융건수_R3M	43.17612075805664
이용건수_온라인_R6M	43.172908782958984
여유_공연이용금액	42.90553665161133
이용건수_신용_R6M	42.75286102294922
연령	42.608455657958984
잔액_할부_유이자_B0M	42.541664123535156
방문일수_앱_R6M	42.52816390991211
이용개월수_카드론_R6M	42.370357513427734
이용개월수_선결제_R6M	42.36453628540039
이용개월수_오프라인_R6M	42.2421760559082
이용건수_온라인_R3M	41.99110794067383
방문후경과월_앱_R6M	41.95575714111328
RP건수_학습비_B0M	41.93142318725586
이용횟수_선결제_B0M	41.86814880371094
마일_이용포인트_R3M	41.83748245239258
이용개월수_체크_R12M	41.76136779785156
연체원금_최근	41.712345123291016
IB문의건수_카드발급_R6M	41.70692443847656
할부금액_유이자_6M_R12M	41.54020690917969
컨택건수_이용유도_EM_R6M	41.51167678833008
이용금액_B페이_R3M	40.74663162231445
이용금액_CA_R3M	40.620521545410156
컨택건수_이용유도_인터넷_R6M	40.60651397705078
RV_평균잔액_R3M	40.329200744628906
이용여부_3M_해외겸용_본인	40.26795196533203
이용금액_연체_R6M	39.76716613769531
쇼핑_마트_이용금액	39.274105072021484
동의여부_한도증액안내	39.109657287597656
증감율_이용금액_할부_분기	38.804691314697266
IB문의건수_선결제_B0M	38.76271438598633
증감_RP건수_전월	38.579524993896484
컨택건수_카드론_TM_R6M	38.49569320678711
건수_할부전환_R6M	38.33733367919922
이용건수_할부_R12M	38.10197830200195
연체일수_B1M	37.853248596191406
할부금액_유이자_14M_R12M	37.47827911376953
승인거절건수_기타_R3M	37.257652282714844
인입월수_ARS_R6M	37.042503356933594
여유_운동이용금액	37.020225524902344
이용카드수_체크	36.930023193359375
월중평잔	36.81125259399414
월중평잔_할부	36.50276565551758
이용메뉴건수_IB_R6M	36.45719528198242
월상환론상향가능한도금액	36.27037811279297
평잔_일시불_해외_3M	36.12345886230469
잔액_일시불_B0M	36.11618423461914
이용건수_C페이_R6M	35.75468826293945
이용건수_체크_R6M	35.64040756225586
컨택건수_채권_R6M	35.424800872802734
변동률_RV일시불평잔	35.41343307495117
이용횟수_선결제_R6M	35.410362243652344
이용건수_페이_온라인_B0M	35.276485443115234
월중평잔_CA	35.267208099365234
이용금액_온라인_R6M	34.761470794677734
이용가맹점수	34.70863342285156
할부금액_3M_R12M	34.65601348876953
할부건수_3M_R12M	34.52787780761719
증감율_이용금액_체크_전월	34.34801483154297
이용개월수_결제일_R3M	34.121761322021484
대표청구서수령지구분코드	33.909175872802734
청구금액_B0	33.513282775878906
이용금액_C페이_B0M	33.4570426940918
컨택건수_카드론_LMS_B0M	33.380733489990234
쇼핑_아울렛_이용금액	33.343841552734375
이용개월수_A페이_R6M	33.13176345825195
방문후경과월_모바일웹_R6M	33.0224723815918
탈회횟수_발급6개월이내	32.595314025878906
할인금액_R3M	32.58074188232422
증감율_이용건수_일시불_분기	32.458126068115234
이용건수_B페이_R3M	32.456539154052734
